C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_33_166.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_33_166.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_33_166.jpg, 0, 0, 0, 8.189568E-05
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_33_281.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_33_281.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_33_281.jpg, 0, 0, 0, 7.882105E-05
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_33_385.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_33_385.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_33_385.jpg, 0, 0, 0, 8.340943E-05
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_33_485.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_33_485.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_33_485.jpg, 0, 0, 0, 7.758186E-05
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_33_600.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_33_600.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_33_600.jpg, 0, 0, 0, 7.978624E-05
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_33_710.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_33_710.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_33_710.jpg, 0, 0, 0, 7.781546E-05
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_33_820.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_33_820.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_33_820.jpg, 0, 0, 0, 7.82229E-05
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_33_933.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_33_933.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_33_933.jpg, 0, 0, 0, 7.969102E-05
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_34_049.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_34_049.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_34_049.jpg, 0, 0, 0, 7.836665E-05
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_34_151.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_34_151.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_34_151.jpg, 0, 0, 0, 7.849811E-05
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_34_257.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_34_257.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_34_257.jpg, 0, 0.2865133, 0, 0.2767253
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_34_375.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_34_375.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_34_375.jpg, 0, 0.6347382, 0, 0.9739546
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_34_477.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_34_477.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_34_477.jpg, -0.3393494, 0.9740877, 0, 2.036504
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_34_582.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_34_582.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_34_582.jpg, -0.02242999, 1, 0, 3.449101
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_34_696.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_34_696.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_34_696.jpg, -0.06601472, 1, 0, 4.620891
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_34_803.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_34_803.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_34_803.jpg, 0, 1, 0, 6.011021
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_34_909.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_34_909.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_34_909.jpg, 0, 1, 0, 7.157282
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_35_034.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_35_034.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_35_034.jpg, -0.3730977, 1, 0, 8.480692
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_35_138.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_35_138.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_35_138.jpg, -0.06273806, 1, 0, 9.604028
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_35_245.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_35_245.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_35_245.jpg, -0.06442128, 1, 0, 10.93041
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_35_355.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_35_355.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_35_355.jpg, -0.2670174, 1, 0, 12.11312
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_35_471.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_35_471.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_35_471.jpg, 0, 1, 0, 13.34464
C:\Users\admin\Desktop\car\IMG\center_2019_04_04_16_23_35_585.jpg, C:\Users\admin\Desktop\car\IMG\left_2019_04_04_16_23_35_585.jpg, C:\Users\admin\Desktop\car\IMG\right_2019_04_04_16_23_35_585.jpg, -0.1433631, 1, 0, 14.54248
